name,kind,year,price,fuel_kind,km/l,car_output,torque,cc,engine,driving_system,gear,full_length,full_height,full_width,range
포르쉐 카이맨,스포츠카 쿠페,2019,"8,640~9,830만원",가솔린,"복합 9~9.4km/ℓ 도심 8~8.4, 고속 10.7~11.1",300~350hp 엔진,38.8~42.8kg.m 엔진,"1,988~2,497cc",F4 싱글터보,MR,DCT7단,"4,379mm","1,295mm","1,801mm","2,475mm"
GMC 시에라,대형 트럭,2023,"9,330~9,500만원",가솔린,"복합 6.9km/ℓ 도심 6, 고속 8.4",426hp 엔진,63.6kg.m 엔진,"6,162cc",V8 자연흡기,4WD,자동10단,"5,890mm","1,950mm","2,065mm","3,745mm"
지프 레니게이드,소형 SUV,2022,"4,190~4,840만원",가솔린,"복합 9.3~10.4km/ℓ 도심 8.4~9.2, 고속 10.8~12.3",171hp 엔진,27.6kg.m 엔진,"1,332cc",I4 싱글터보,"FF, 4WD",자동9단,"4,255mm","1,700mm","1,805mm","2,570mm"
제네시스 G70,중형 세단,2023,"4,347~5,089만원",가솔린,"복합 8.8~11.2km/ℓ 도심 7.8~10, 고속 10.6~13.1",304~370hp 엔진,43~52kg.m 엔진,"2,497~3,342cc","I4, V6 트윈터보","FR, AWD",자동8단,"4,685mm","1,400mm","1,850mm","2,835mm"
BMW 6시리즈 그란투리스모,준대형 해치백,2023,"8,300~10,670만원","가솔린, 디젤","복합 9.3~13.5km/ℓ 도심 8.2~12.3, 고속 11~15.5",190~340hp 엔진,40.8~45.9kg.m 엔진,"1,995~2,998cc","I4, I6 싱글터보","FR, AWD",토크컨버터8단,"5,090mm","1,540mm","1,900mm","3,070mm"
기아 모하비,준대형 SUV,2024,"5,054~5,993만원",디젤,"복합 9.3km/ℓ 도심 8.2, 고속 10.9~11",257hp 엔진,57.1kg.m 엔진,"2,959cc",V6 싱글터보,AWD,자동8단,"4,930mm","1,790mm","1,920mm","2,895mm"
애스턴마틴 DBX707,대형 SUV,2022,"31,700만원",가솔린,"복합 7km/ℓ 도심 , 고속",697hp 엔진,91.8kg.m 엔진,"3,982cc",V8 트윈터보,AWD,자동9단,"5,040mm","1,680mm","1,995mm","3,060mm"
BMW X3 플러그인 하이브리드,중형 SUV,2023,"8,340만원","전기, 가솔린, 하이브리드","복합 9.6km/ℓ 도심 8.7, 고속 10.9",292hp/184hp/80kW 합산/엔진/모터,35.6kg.m/265Nm 엔진/모터,"1,998cc",I4 싱글터보,AWD,자동8단,"4,710mm","1,675mm","1,890mm","2,865mm"
시트로엥 C3 에어크로스,소형 SUV,2021,"2,951~3,278만원",디젤,"복합 14.1km/ℓ 도심 13.4, 고속 15.1",120hp 엔진,30.6kg.m 엔진,"1,499cc",l4 싱글터보,FF,자동6단,"4,160mm","1,650mm","1,765mm","2,605mm"
BMW Z4,스포츠카 컨버터블,2023,"7,250~9,640만원",가솔린,"복합 10.2~10.7km/ℓ 도심 9.2~9.8, 고속 11.9~12.1",197~387hp 엔진,32.6~50.9kg.m 엔진,"1,998~2,998cc","I4, I6 싱글터보",FR,자동8단,"4,325mm","1,300~1,310mm","1,865mm","2,470mm"
메르세데스-벤츠 GLE 쿠페 플러그인 하이브리드,준대형 SUV,2023,"12,580만원","전기, 가솔린, 하이브리드","복합 9km/ℓ 도심 8.8, 고속 9.1",211hp/100kW 엔진/모터,35.7kg.m 엔진,"1,991cc",I4 싱글터보,AWD,자동9단,"4,945mm","1,715mm","2,020mm","2,995mm"
DS 7 크로스백,중형 SUV,2022,"5,090~5,590만원",가솔린,"복합 11.8km/ℓ 도심 10.5, 고속 13.7",131hp 엔진,23.5kg.m 엔진,"1,199cc",l3 싱글터보,FF,자동8단,"4,590mm","1,635mm","1,895mm","2,730mm"
푸조 3008,준중형 SUV,2023,"4,550~5,350만원","가솔린, 디젤","복합 12.2~15.8km/ℓ 도심 11.1~14.5, 고속 13.8~17.8",130hp 엔진,23.5~30.6kg.m 엔진,"1,199~1,499cc","I4, I3 싱글터보",FF,자동8단,"4,450~4,455mm","1,625~1,630mm","1,840mm","2,675mm"
메르세데스-벤츠 AMG E클래스 쿠페,준대형 쿠페,2023,"12,680만원",가솔린,"복합 9.2km/ℓ 도심 8.3, 고속 10.7",435hp 엔진,53kg.m 엔진,"2,999cc",I6 트윈터보,AWD,자동9단,"4,850mm","1,430mm","1,860mm","2,875mm"
쉐보레 트레일블레이저,소형 SUV,2023,"2,589~2,999만원",가솔린,"복합 11.6~12.9km/ℓ 도심 10.7~12.1, 고속 12.7~14",156hp 엔진,24.1kg.m 엔진,"1,341cc",I3 싱글터보,"FF, AWD","자동9단, CVT","4,410~4,425mm","1,660mm","1,810mm","2,640mm"
BMW X5,준대형 SUV,2024,"11,700~15,800만원","가솔린, 디젤","복합 7.5~11.6km/ℓ 도심 6.7~10.7, 고속 8.7~13.1",298~530hp 엔진,53~76.4kg.m 엔진,"2,993~4,395cc","I6, V8 트윈터보",AWD,자동8단,"4,935mm","1,755~1,765mm","1,970mm","2,975mm"
맥라렌 아투라,스포츠카 쿠페,2021,"29,900만원","전기, 가솔린, 하이브리드","복합 도심 , 고속",680hp/585hp/71kW 합산/엔진/모터,73.4kg.m/59.7kg.m 합산/엔진,"2,993cc",V6 트윈터보,MR,DCT8단,"4,539mm","1,193mm","1,976mm","2,640mm"
아우디 A7,준대형 쿠페,2023,"9,355~10,278만원","가솔린, 디젤","복합 9.5~13km/ℓ 도심 8.5~11.4, 고속 11.1~15.5",245~340hp 엔진,50.9~63.2kg.m 엔진,"2,967~2,995cc",V6 싱글터보,AWD,자동,"4,975mm","1,425mm","1,910mm","2,926mm"
벤틀리 플라잉 스퍼,대형 세단,2023,"33,300~34,700만원",가솔린,"복합 6.8km/ℓ 도심 5.9, 고속 8.3",550hp 엔진,78.5kg.m 엔진,"3,996cc",V8 트윈터보,AWD,DCT8단,"5,315mm","1,485mm","1,990mm","3,194mm"
현대 싼타페 하이브리드,중형 SUV,2023,"3,567~4,688만원","가솔린, 하이브리드","복합 13.1~15.3km/ℓ 도심 13.8~16.4, 고속 12.3~14",230hp/180hp 합산/엔진,35.7kg.m/27kg.m 합산/엔진,"1,598cc",I4 싱글터보,"AWD, FF",자동6단,"4,785mm","1,685~1,710mm","1,900mm","2,765mm"
토요타 프리우스,준중형 해치백,2020,"3,397~3,712만원","가솔린, 하이브리드","복합 20.9~22.4km/ℓ 도심 21.4~23.3, 고속 20.3~21.5",122hp/98hp 합산/엔진,14.5kg.m 엔진,"1,798cc",l4 자연흡기,"FF, AWD",CVT,"4,575mm","1,470~1,475mm","1,760mm","2,700mm"
메르세데스-벤츠 A클래스 세단,준중형 세단,2023,"4,630~5,580만원","가솔린, 디젤","복합 11.2~16.1km/ℓ 도심 9.9~14.4, 고속 13.3~19",150~224hp 엔진,30.6~35.7kg.m 엔진,"1,950~1,991cc",I4 싱글터보,"FF, AWD",DCT,"4,550mm","1,435~1,445mm","1,790~1,795mm","2,730mm"
기아 K8 하이브리드,준대형 세단,2023,"3,767~4,592만원","가솔린, 하이브리드","복합 17.1~18km/ℓ 도심 17.2~18.2, 고속 16.9~17.7",230hp/180hp 합산/엔진,35.7kg.m/27kg.m 합산/엔진,"1,598cc",I4 싱글터보,FF,자동6단,"5,015mm","1,455mm","1,875mm","2,895mm"
BMW M2,준중형 쿠페,2024,"8,990만원",가솔린,"복합 8.5km/ℓ 도심 7.4, 고속 10.1",460hp 엔진,56.1kg.m 엔진,"2,993cc",I6 싱글터보,FR,자동8단,"4,580mm","1,405mm","1,885mm","2,745mm"
렉서스 ES 하이브리드,준대형 세단,2023,"6,480~7,160만원","가솔린, 하이브리드","복합 17.2km/ℓ 도심 17.3, 고속 17.1",218hp/178hp 합산/엔진,22.5kg.m 엔진,"2,487cc",I4 자연흡기,FF,CVT,"4,975mm","1,445mm","1,865mm","2,870mm"
롤스로이스 팬텀,대형 세단,2023,"71,200만원",가솔린,"복합 5.8km/ℓ 도심 4.8, 고속 7.8",563hp 엔진,91.8kg.m 엔진,"6,749cc",V12 트윈터보,FR,자동8단,"5,770mm","1,646mm","2,018mm","3,552mm"
푸조 e-208,소형 해치백,2023,"4,900~5,300만원",전기,280km 1회 충전 시,"복합 5.4km/kWh 도심 5.8, 고속 4.9",100kW 모터 134hp (단순환산치),260Nm 모터 26.5kg.m (단순환산치),50kWh 배터리,FF,CVT,"4,070mm","1,440mm","1,745mm","2,540mm"
아우디 A5,중형 쿠페,2023,"7,054만원",가솔린,"복합 10.9km/ℓ 도심 9.6, 고속 13",265hp 엔진,37.7kg.m 엔진,"1,984cc",I4 싱글터보,AWD,자동7단,"4,705mm","1,375mm","1,845mm","2,766mm"
레디컬 SR8,스포츠카 컨버터블,2022,"22,000만원",가솔린,"복합 도심 , 고속",411hp 엔진,"2,700cc",V8 자연흡기,MR,S/T6단,"4,100mm","1,093mm","1,850mm",,
메르세데스-벤츠 CLS클래스,준대형 쿠페,2023,"9,970~12,160만원","가솔린, 디젤","복합 9.9~13.9km/ℓ 도심 8.9~12.6, 고속 11.4~15.9",265~367hp 엔진,51~56.1kg.m 엔진,"1,993~2,999cc","I4, I6 싱글터보",AWD,자동9단,"4,995mm","1,425~1,430mm","1,895mm","2,940mm"
기아 카니발,대형 RV,2022,"3,180~4,485만원","가솔린, 디젤","복합 8.9~13.1km/ℓ 도심 7.8~11.8, 고속 10.8~15",202~294hp 엔진,36.2~45kg.m 엔진,"2,151~3,470cc","V6, I4 자연흡기",FF,자동8단,"5,155mm","1,775mm","1,995mm","3,090mm"
포르쉐 911 카레라,스포츠카 쿠페,2020,"14,790~17,400만원",가솔린,"복합 7.9~8.2km/ℓ 도심 , 고속",392~444hp 엔진,45.9~54.1kg.m 엔진,"2,981cc",F6 트윈터보,"RR, AWD",DCT8단,"4,520mm","1,300mm","1,850mm","2,450mm"
제네시스 G90,대형 세단,2023,"9,445~10,384만원",가솔린,"복합 8.4~9.3km/ℓ 도심 7.3~8, 고속 10.3~11.5",380~415hp 엔진,54~56kg.m 엔진,"3,470cc",V6 트윈터보,"FR, AWD",자동8단,"5,275mm","1,490mm","1,930mm","3,180mm"
르노코리아 SM6,중형 세단,2024,"2,871~3,708만원","LPG, 가솔린","복합 9.5~13.6km/ℓ 도심 8.5~12.1, 고속 11~16",140~225hp 엔진,19.7~30.6kg.m 엔진,"1,332~1,998cc",I4 자연흡기,FF,"CVT, DCT7단","4,855mm","1,460mm","1,870mm","2,810mm"
아우디 S7,준대형 쿠페,2021,"11,746만원",디젤,"복합 12km/ℓ 도심 10.7, 고속 14.1",350hp 엔진,71.3kg.m 엔진,"2,967cc",V6 트윈터보,AWD,자동8단,"4,980mm","1,420mm","1,910mm","2,928mm"
아우디 Q3 스포트백,준중형 SUV,2023,"5,152~5,760만원",디젤,"복합 14~14.8km/ℓ 도심 12.6~13.4, 고속 16.4~16.9",150hp 엔진,36.7kg.m 엔진,"1,968cc",I4 싱글터보,"FF, AWD",DCT7단,"4,520mm","1,570mm","1,845mm","2,680mm"
포르쉐 파나메라 GTS,대형 세단,2022,"22,120만원",가솔린,"복합 7.1km/ℓ 도심 6.2, 고속 8.6",490hp 엔진,63.3kg.m 엔진,"3,996cc",V8 트윈터보,AWD,DCT8단,"5,053mm","1,417mm","1,937mm","2,950mm"
현대 포터2 일렉트릭,중형 트럭,2023,"4,375~4,554만원",전기,211km 1회 충전 시,"복합 3.1km/kWh 도심 3.6, 고속 2.7",135kW 모터 181hp (단순환산치),395Nm 모터 40.3kg.m (단순환산치),58.8kWh 배터리,RR,자동,"5,105mm","1,970mm","1,740mm","2,810mm"
BMW 4시리즈 그란쿠페,중형 쿠페,2024,"6,130~6,340만원","가솔린, 디젤","복합 11.2~15km/ℓ 도심 9.8~13.4, 고속 13.5~17.5",184~190hp 엔진,30.6~40.8kg.m 엔진,"1,995~1,998cc",I4 싱글터보,FR,자동8단,"4,785mm","1,440mm","1,850mm","2,855mm"
아우디 e-트론 S,준대형 SUV,2023,"13,660만원",전기,268km 1회 충전 시,"복합 2.7km/kWh 도심 2.7, 고속 2.8",370kW 모터 496hp (단순환산치),973Nm 모터 99.2kg.m (단순환산치),95kWh 배터리,AWD,자동1단,"4,900mm","1,685mm","1,975mm","2,928mm"
링컨 에비에이터,준대형 SUV,2023,"9,285~10,755만원",가솔린,"복합 8.1km/ℓ 도심 7, 고속 10",405hp 엔진,57.7kg.m 엔진,"2,956cc",V6 트윈터보,AWD,자동10단,"5,065mm","1,760mm","2,020mm","3,025mm"
메르세데스-벤츠 GLE클래스,준대형 SUV,2023,"11,090~13,080만원","가솔린, 디젤","복합 8.3~10.5km/ℓ 도심 7.7~9.8, 고속 9~11.5",272~367hp 엔진,51~56.1kg.m 엔진,"1,950~2,999cc","l4, l6 트윈터보",AWD,자동9단,"4,930mm","1,780mm","2,010~2,020mm","2,995mm"
테슬라 모델X,준대형 SUV,2023,"14,306~15,706만원",전기,439~478km 1회 충전 시,"복합 4.1~4.3km/kWh 도심 , 고속","500~760kW 모터 670~1,018hp (단순환산치)",AWD,자동1단,"5,050mm","1,625mm","2,000mm","2,965mm",,
메르세데스-벤츠 AMG GLE클래스,준대형 SUV,2023,"15,150만원",가솔린,"복합 8.3km/ℓ 도심 7.7, 고속 9",435hp 엔진,53kg.m 엔진,"2,999cc",I6 트윈터보,AWD,자동9단,"4,935mm","1,780mm","2,015mm","2,995mm"
지프 랭글러,중형 SUV,2023,"7,290~7,750만원",가솔린,"복합 8.2~9km/ℓ 도심 7.7~8.3, 고속 8.8~10",272hp 엔진,40.8kg.m 엔진,"1,995cc",I4 싱글터보,AWD,자동8단,"4,885mm","1,840~1,850mm","1,895mm","3,010mm"
랜드로버 디스커버리,준대형 SUV,2023,"8,590~11,340만원","가솔린, 디젤","복합 7.5~10.8km/ℓ 도심 6.8~9.6, 고속 8.5~12.7",249~360hp 엔진,51~66.3kg.m 엔진,"2,996cc",I6 싱글터보,AWD,자동8단,"4,956mm","1,888mm","2,000mm","2,923mm"
